"Statistic Label","Year","Age Group","Sex","Education Attainment Level","NUTS 2 Region","UNIT","VALUE"
"Annual employment rate","2024","20 - 24 years","Female","Primary and lower secondary education (Levels 1-2)","Eastern and Midland","%",""
"Annual employment rate","2024","20 - 24 years","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","Ireland","%","63.4"
"Annual employment rate","2024","20 - 24 years","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","Northern and Western","%","65.1"
"Annual employment rate","2024","20 - 24 years","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","Southern","%","62.2"
"Annual employment rate","2024","20 - 24 years","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","Eastern and Midland","%","63.5"
"Annual employment rate","2024","20 - 24 years","Female","Tertiary education (Levels 5-8)","Ireland","%","83.8"
"Annual employment rate","2024","20 - 24 years","Female","Tertiary education (Levels 5-8)","Northern and Western","%",""
"Annual employment rate","2024","20 - 24 years","Female","Tertiary education (Levels 5-8)","Southern","%","86.8"
"Annual employment rate","2024","20 - 24 years","Female","Tertiary education (Levels 5-8)","Eastern and Midland","%","84.3"
"Annual employment rate","2024","20 - 24 years","Female","Level of education - not stated","Ireland","%",""
"Annual employment rate","2024","20 - 24 years","Female","Level of education - not stated","Northern and Western","%",""
"Annual employment rate","2024","20 - 24 years","Female","Level of education - not stated","Southern","%",""
"Annual employment rate","2024","20 - 24 years","Female","Level of education - not stated","Eastern and Midland","%",""
"Annual employment rate","2024","25 - 29 years","Both sexes","Levels of Education (Levels  0-8)","Ireland","%","83.9"
"Annual employment rate","2024","25 - 29 years","Both sexes","Levels of Education (Levels  0-8)","Northern and Western","%","77.9"
"Annual employment rate","2024","25 - 29 years","Both sexes","Levels of Education (Levels  0-8)","Southern","%","85.8"
"Annual employment rate","2024","25 - 29 years","Both sexes","Levels of Education (Levels  0-8)","Eastern and Midland","%","84.5"
"Annual employment rate","2024","25 - 29 years","Both sexes","Less than primary (Level 0)","Ireland","%",""
"Annual employment rate","2024","25 - 29 years","Both sexes","Less than primary (Level 0)","Northern and Western","%",""
"Annual employment rate","2024","25 - 29 years","Both sexes","Less than primary (Level 0)","Southern","%",""
"Annual employment rate","2024","25 - 29 years","Both sexes","Less than primary (Level 0)","Eastern and Midland","%",""
"Annual employment rate","2024","25 - 29 years","Both sexes","Primary and lower secondary education (Levels 1-2)","Ireland","%",""
"Annual employment rate","2024","25 - 29 years","Both sexes","Primary and lower secondary education (Levels 1-2)","Northern and Western","%",""
"Annual employment rate","2024","25 - 29 years","Both sexes","Primary and lower secondary education (Levels 1-2)","Southern","%",""
"Annual employment rate","2024","25 - 29 years","Both sexes","Primary and lower secondary education (Levels 1-2)","Eastern and Midland","%",""
"Annual employment rate","2024","25 - 29 years","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","Ireland","%","76.7"
"Annual employment rate","2024","25 - 29 years","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","Northern and Western","%",""
"Annual employment rate","2024","25 - 29 years","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","Southern","%","82.2"
"Annual employment rate","2024","25 - 29 years","Both sexes","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","Eastern and Midland","%","77.9"
"Annual employment rate","2024","25 - 29 years","Both sexes","Tertiary education (Levels 5-8)","Ireland","%","89.8"
"Annual employment rate","2024","25 - 29 years","Both sexes","Tertiary education (Levels 5-8)","Northern and Western","%","91.2"
"Annual employment rate","2024","25 - 29 years","Both sexes","Tertiary education (Levels 5-8)","Southern","%","90.9"
"Annual employment rate","2024","25 - 29 years","Both sexes","Tertiary education (Levels 5-8)","Eastern and Midland","%","88.7"
"Annual employment rate","2024","25 - 29 years","Both sexes","Level of education - not stated","Ireland","%",""
"Annual employment rate","2024","25 - 29 years","Both sexes","Level of education - not stated","Northern and Western","%",""
"Annual employment rate","2024","25 - 29 years","Both sexes","Level of education - not stated","Southern","%",""
"Annual employment rate","2024","25 - 29 years","Both sexes","Level of education - not stated","Eastern and Midland","%",""
"Annual employment rate","2024","25 - 29 years","Male","Levels of Education (Levels  0-8)","Ireland","%","86.9"
"Annual employment rate","2024","25 - 29 years","Male","Levels of Education (Levels  0-8)","Northern and Western","%","77.9"
"Annual employment rate","2024","25 - 29 years","Male","Levels of Education (Levels  0-8)","Southern","%","87.9"
"Annual employment rate","2024","25 - 29 years","Male","Levels of Education (Levels  0-8)","Eastern and Midland","%","88.9"
"Annual employment rate","2024","25 - 29 years","Male","Less than primary (Level 0)","Ireland","%",""
"Annual employment rate","2024","25 - 29 years","Male","Less than primary (Level 0)","Northern and Western","%",""
"Annual employment rate","2024","25 - 29 years","Male","Less than primary (Level 0)","Southern","%",""
"Annual employment rate","2024","25 - 29 years","Male","Less than primary (Level 0)","Eastern and Midland","%",""
"Annual employment rate","2024","25 - 29 years","Male","Primary and lower secondary education (Levels 1-2)","Ireland","%",""
"Annual employment rate","2024","25 - 29 years","Male","Primary and lower secondary education (Levels 1-2)","Northern and Western","%",""
"Annual employment rate","2024","25 - 29 years","Male","Primary and lower secondary education (Levels 1-2)","Southern","%",""
"Annual employment rate","2024","25 - 29 years","Male","Primary and lower secondary education (Levels 1-2)","Eastern and Midland","%",""
"Annual employment rate","2024","25 - 29 years","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","Ireland","%","82.3"
"Annual employment rate","2024","25 - 29 years","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","Northern and Western","%",""
"Annual employment rate","2024","25 - 29 years","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","Southern","%","88.6"
"Annual employment rate","2024","25 - 29 years","Male","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","Eastern and Midland","%","84.1"
"Annual employment rate","2024","25 - 29 years","Male","Tertiary education (Levels 5-8)","Ireland","%","91.9"
"Annual employment rate","2024","25 - 29 years","Male","Tertiary education (Levels 5-8)","Northern and Western","%",""
"Annual employment rate","2024","25 - 29 years","Male","Tertiary education (Levels 5-8)","Southern","%","92.3"
"Annual employment rate","2024","25 - 29 years","Male","Tertiary education (Levels 5-8)","Eastern and Midland","%","92.4"
"Annual employment rate","2024","25 - 29 years","Male","Level of education - not stated","Ireland","%",""
"Annual employment rate","2024","25 - 29 years","Male","Level of education - not stated","Northern and Western","%",""
"Annual employment rate","2024","25 - 29 years","Male","Level of education - not stated","Southern","%",""
"Annual employment rate","2024","25 - 29 years","Male","Level of education - not stated","Eastern and Midland","%",""
"Annual employment rate","2024","25 - 29 years","Female","Levels of Education (Levels  0-8)","Ireland","%","80.8"
"Annual employment rate","2024","25 - 29 years","Female","Levels of Education (Levels  0-8)","Northern and Western","%","77.9"
"Annual employment rate","2024","25 - 29 years","Female","Levels of Education (Levels  0-8)","Southern","%","83.7"
"Annual employment rate","2024","25 - 29 years","Female","Levels of Education (Levels  0-8)","Eastern and Midland","%","80"
"Annual employment rate","2024","25 - 29 years","Female","Less than primary (Level 0)","Ireland","%",""
"Annual employment rate","2024","25 - 29 years","Female","Less than primary (Level 0)","Northern and Western","%",""
"Annual employment rate","2024","25 - 29 years","Female","Less than primary (Level 0)","Southern","%",""
"Annual employment rate","2024","25 - 29 years","Female","Less than primary (Level 0)","Eastern and Midland","%",""
"Annual employment rate","2024","25 - 29 years","Female","Primary and lower secondary education (Levels 1-2)","Ireland","%",""
"Annual employment rate","2024","25 - 29 years","Female","Primary and lower secondary education (Levels 1-2)","Northern and Western","%",""
"Annual employment rate","2024","25 - 29 years","Female","Primary and lower secondary education (Levels 1-2)","Southern","%",""
"Annual employment rate","2024","25 - 29 years","Female","Primary and lower secondary education (Levels 1-2)","Eastern and Midland","%",""
"Annual employment rate","2024","25 - 29 years","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","Ireland","%","69.5"
"Annual employment rate","2024","25 - 29 years","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","Northern and Western","%",""
"Annual employment rate","2024","25 - 29 years","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","Southern","%",""
"Annual employment rate","2024","25 - 29 years","Female","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","Eastern and Midland","%","70.9"
"Annual employment rate","2024","25 - 29 years","Female","Tertiary education (Levels 5-8)","Ireland","%","87.9"
"Annual employment rate","2024","25 - 29 years","Female","Tertiary education (Levels 5-8)","Northern and Western","%",""
"Annual employment rate","2024","25 - 29 years","Female","Tertiary education (Levels 5-8)","Southern","%","89.9"
"Annual employment rate","2024","25 - 29 years","Female","Tertiary education (Levels 5-8)","Eastern and Midland","%","85.2"
"Annual employment rate","2024","25 - 29 years","Female","Level of education - not stated","Ireland","%",""
"Annual employment rate","2024","25 - 29 years","Female","Level of education - not stated","Northern and Western","%",""
"Annual employment rate","2024","25 - 29 years","Female","Level of education - not stated","Southern","%",""
"Annual employment rate","2024","25 - 29 years","Female","Level of education - not stated","Eastern and Midland","%",""
"Annual employment rate","2024","30 - 34 years","Both sexes","Levels of Education (Levels  0-8)","Ireland","%","83.9"
"Annual employment rate","2024","30 - 34 years","Both sexes","Levels of Education (Levels  0-8)","Northern and Western","%","79.6"
"Annual employment rate","2024","30 - 34 years","Both sexes","Levels of Education (Levels  0-8)","Southern","%","82.8"
"Annual employment rate","2024","30 - 34 years","Both sexes","Levels of Education (Levels  0-8)","Eastern and Midland","%","85.8"
"Annual employment rate","2024","30 - 34 years","Both sexes","Less than primary (Level 0)","Ireland","%",""
